销售日期,单品编码,销售单价(元/千克),批发价格(元/千克),销量(千克)
2021-01-14,大白菜,2.0,1.35,76.323
2021-01-14,奶白菜,8.0,4.89,3.059
2021-01-14,姬菇(1),16.0,9.62,0.657
2021-01-14,姬菇(包),5.9,5.5,2.0
2021-01-14,娃娃菜,4.9,3.54,6.0
2021-01-14,小米椒,69.8,46.63,1.869
2021-01-14,平菇,10.0,7.2,3.628
2021-01-14,杏鲍菇(1),10.0,6.3,2.1870000000000003
2021-01-14,杏鲍菇(袋),5.9,3.65,3.0
2021-01-14,枝江红菜苔,10.0,7.94,10.671
2021-01-14,泡泡椒(精品),17.0,13.37,26.415
2021-01-14,洪湖莲藕(粉藕),9.9,7.62,15.0
2021-01-14,海鲜菇(1),16.0,9.45,0.41300000000000003
2021-01-14,海鲜菇(袋)(4),3.5,2.58,4.0
2021-01-14,灯笼椒(1),16.0,10.62,0.776
2021-01-14,牛首油菜,4.6,3.65,4.565
2021-01-14,白玉菇(袋),6.5,4.17,6.0
2021-01-14,紫茄子(2),9.0,6.43,15.256
2021-01-14,红杭椒,35.8,22.14,1.194
2021-01-14,红椒(1),18.0,12.82,1.318
2021-01-14,红灯笼椒(1),16.0,10.79,0.757
2021-01-14,茼蒿,10.0,6.9,1.996
2021-01-14,荸荠,8.0,5.0,4.925
2021-01-14,菜心,8.0,5.05,4.524
2021-01-14,菠菜,9.0,6.1,4.121
2021-01-14,虫草花(袋),5.9,3.71,7.0
2021-01-14,螺丝椒,23.8,18.98,2.589
2021-01-14,蟹味菇(袋),3.9,2.63,2.0
2021-01-14,西兰花,8.0,8.68,3.033
2021-01-14,西兰花,12.0,8.68,20.191
2021-01-14,西峡香菇(1),14.0,12.4,4.557
2021-01-14,西峡香菇(1),18.0,12.4,23.248
2021-01-14,金针菇(1),10.0,5.85,8.729
2021-01-14,金针菇(袋)(3),3.5,2.12,8.0
2021-01-14,青尖椒,19.8,12.13,0.526
2021-01-14,青梗散花,13.0,8.45,10.895
2021-01-14,青线椒,23.8,14.46,2.362
2021-01-14,青茄子(1),10.0,6.59,3.387
2021-01-14,鲜木耳(1),14.0,7.33,0.544
2021-01-14,黄白菜(2),6.0,3.46,4.667
2021-01-15,七彩椒(1),19.8,9.45,1.55
2021-01-15,上海青,10.0,5.6,14.951
2021-01-15,云南油麦菜,9.0,4.06,4.843999999999999
2021-01-15,云南生菜,12.0,7.82,15.387
2021-01-15,净藕(1),9.0,6.94,30.471
2021-01-15,大白菜,2.0,1.47,93.194
2021-01-15,奶白菜,8.0,4.89,3.447
2021-01-15,姬菇(1),16.0,9.67,0.7769999999999999
2021-01-15,姬菇(包),5.9,4.06,5.0
2021-01-15,娃娃菜,5.9,3.57,6.0
2021-01-15,小米椒,79.8,46.43,1.033
2021-01-15,平菇,12.0,7.22,9.224
2021-01-15,杏鲍菇(1),10.0,6.29,4.931
2021-01-15,杏鲍菇(袋),5.9,3.65,9.0
2021-01-15,枝江红菜苔,10.0,7.74,8.822000000000001
2021-01-15,泡泡椒(精品),16.0,13.37,28.645
2021-01-15,洪湖莲藕(粉藕),9.9,7.62,13.0
2021-01-15,海鲜菇(1),16.0,9.52,0.28099999999999997
2021-01-15,海鲜菇(袋)(4),3.5,2.56,6.0
2021-01-15,牛首油菜,4.6,4.05,5.874
2021-01-15,白玉菇(袋),6.5,4.16,10.0
2021-01-15,紫茄子(2),9.0,6.43,12.686
2021-01-15,红杭椒,35.8,22.04,1.409
2021-01-15,红椒(1),18.0,12.44,2.664
2021-01-15,红灯笼椒(1),16.0,10.81,0.432
2021-01-15,茼蒿,12.0,7.29,2.679
2021-01-15,荸荠,8.0,5.38,7.957
2021-01-15,菜心,8.0,5.05,3.721
2021-01-15,菠菜,10.0,6.11,6.514
2021-01-15,虫草花(袋),5.9,3.67,6.0
2021-01-15,螺丝椒,23.8,18.98,1.572
2021-01-15,蟹味菇(袋),3.9,2.69,4.0
2021-01-15,西兰花,8.0,7.79,0.652
2021-01-15,西兰花,12.0,7.79,14.26
2021-01-15,西峡香菇(1),14.0,12.4,6.809
2021-01-15,西峡香菇(1),18.0,12.4,25.235
2021-01-15,金针菇(1),10.0,5.2,9.353
2021-01-15,金针菇(袋)(3),3.5,2.1,2.0
2021-01-15,银耳(朵),5.9,3.08,2.0
2021-01-15,青尖椒,19.8,15.44,0.885
2021-01-15,青梗散花,13.0,8.54,16.067
2021-01-15,青线椒,23.8,14.42,1.021
2021-01-15,青茄子(1),11.0,6.79,1.9579999999999997
2021-01-15,鲜木耳(1),14.0,7.37,0.773
2021-01-15,黄心菜(1),5.0,3.0,4.76
2021-01-15,黄白菜(2),6.0,3.46,1.02
2021-01-16,七彩椒(1),16.0,9.43,1.758
2021-01-16,上海青,10.0,5.85,9.15
2021-01-16,云南油麦菜,9.0,5.32,21.52
2021-01-16,云南生菜,12.0,7.89,19.276
2021-01-16,净藕(1),9.0,6.94,41.605
2021-01-16,大白菜,2.0,1.6,122.787
2021-01-16,奶白菜,8.0,4.88,2.733
2021-01-16,姬菇(1),16.0,9.7,1.32
2021-01-16,姬菇(包),5.9,4.05,5.0
2021-01-16,娃娃菜,5.9,3.69,16.0
2021-01-16,小米椒,69.8,50.81,2.051
2021-01-16,平菇,10.0,6.67,15.052999999999999
2021-01-16,杏鲍菇(1),10.0,6.29,2.415
2021-01-16,杏鲍菇(袋),5.9,3.65,7.0
2021-01-16,枝江红菜苔,10.0,7.38,14.461
2021-01-16,泡泡椒(精品),16.0,13.32,54.352
2021-01-16,洪湖莲藕(粉藕),9.9,7.62,28.0
2021-01-16,海鲜菇(1),16.0,9.42,1.17
2021-01-16,海鲜菇(袋)(4),3.5,2.52,14.0
2021-01-16,灯笼椒(1),16.0,10.6,0.432
2021-01-16,牛首油菜,8.0,4.62,8.02
2021-01-16,白玉菇(袋),6.5,4.2,3.0
2021-01-16,紫茄子(2),9.0,6.03,18.888
2021-01-16,红杭椒,35.8,21.76,2.226
2021-01-16,红椒(1),18.0,12.41,2.66
2021-01-16,红灯笼椒(1),18.0,10.8,2.181
2021-01-16,茼蒿,12.0,7.83,3.75
2021-01-16,荸荠,8.0,5.38,13.019
2021-01-16,菜心,8.0,5.04,2.884
2021-01-16,菠菜,10.0,6.25,11.349
2021-01-16,虫草花(袋),5.9,3.64,15.0
2021-01-16,螺丝椒,23.8,18.98,2.746
2021-01-16,蟹味菇(袋),3.9,2.87,3.0
2021-01-16,西兰花,12.0,7.68,25.33
2021-01-16,西峡香菇(1),17.8,12.4,39.637
2021-01-16,金针菇(1),8.0,5.04,18.177
2021-01-16,金针菇(袋)(3),3.5,2.08,24.0
2021-01-16,银耳(朵),5.9,3.08,1.0
2021-01-16,青尖椒,19.8,13.92,3.156
2021-01-16,青梗散花,13.0,8.88,20.477
2021-01-16,青线椒,23.8,14.52,4.612
2021-01-16,青茄子(1),11.0,7.21,1.221
2021-01-16,鲜木耳(1),14.0,7.37,0.243
2021-01-16,黄心菜(1),5.0,3.0,6.227
2021-01-16,黄白菜(2),6.0,3.68,14.668000000000001
2021-01-17,七彩椒(1),16.0,8.79,1.879
2021-01-17,上海青,10.0,5.85,13.786999999999999
2021-01-17,东门口小白菜,7.0,4.91,0.989
2021-01-17,云南油麦菜,9.0,4.92,20.2
2021-01-17,云南生菜,12.0,8.06,8.999
2021-01-17,净藕(1),10.0,6.98,31.654
2021-01-17,双孢菇,19.8,13.28,2.818
2021-01-17,大白菜,2.0,1.67,120.42099999999999
2021-01-17,奶白菜,8.0,4.88,11.544
2021-01-17,姬菇(1),16.0,9.59,1.177
2021-01-17,姬菇(包),5.9,4.06,5.0
2021-01-17,娃娃菜,5.9,3.71,10.0
2021-01-17,小米椒,65.8,47.64,2.492
2021-01-17,平菇,9.0,6.04,11.363
2021-01-17,杏鲍菇(1),10.0,6.28,4.42
2021-01-17,杏鲍菇(袋),5.9,3.65,9.0
2021-01-17,枝江红菜苔,10.0,7.17,10.365
2021-01-17,泡泡椒(精品),19.8,12.87,45.99
2021-01-17,洪湖莲藕(粉藕),9.9,7.54,30.0
2021-01-17,海鲜菇(1),16.0,9.54,0.8
2021-01-17,海鲜菇(袋)(4),3.5,2.51,9.0
2021-01-17,灯笼椒(1),16.0,10.59,1.02
2021-01-17,牛首油菜,10.0,6.5,1.624
2021-01-17,白玉菇(袋),6.5,4.17,12.0
2021-01-17,紫白菜(1),19.8,7.29,1.369
2021-01-17,紫茄子(2),9.0,5.87,21.808
2021-01-17,红杭椒,31.8,21.54,2.169
2021-01-17,红椒(1),18.0,11.05,4.034
2021-01-17,红灯笼椒(1),18.0,10.74,2.242
2021-01-17,茼蒿,12.0,7.8,4.691
2021-01-17,荸荠,8.0,5.33,5.827999999999999
2021-01-17,菜心,8.0,5.04,4.086
2021-01-17,菠菜,10.0,6.29,6.684
2021-01-17,虫草花(袋),5.9,3.69,11.0
2021-01-17,螺丝椒,23.8,17.27,11.142
2021-01-17,蟹味菇(袋),3.9,1.92,4.0
2021-01-17,西兰花,12.0,7.62,19.61
2021-01-17,西峡香菇(1),18.0,12.4,28.837
2021-01-17,金针菇(1),8.0,5.06,13.29
2021-01-17,金针菇(袋)(3),3.5,2.15,26.0
2021-01-17,银耳(朵),5.9,3.1,2.0
2021-01-17,青尖椒,19.8,13.15,1.268
2021-01-17,青梗散花,14.0,8.94,24.231
2021-01-17,青线椒,21.8,14.6,2.298
2021-01-17,青茄子(1),11.0,7.21,2.805
2021-01-17,鲜木耳(1),14.0,7.36,0.787
2021-01-17,黄心菜(1),6.0,3.0,7.44
2021-01-17,黄白菜(2),6.0,3.74,8.161
2021-01-18,七彩椒(1),16.0,8.81,1.52
2021-01-18,上海青,10.0,5.85,7.387
2021-01-18,东门口小白菜,8.0,5.05,6.855
2021-01-18,云南油麦菜,9.0,5.3,11.402
2021-01-18,云南生菜,12.0,8.06,7.899
2021-01-18,净藕(1),10.0,7.0,23.469
2021-01-18,双孢菇,19.8,13.49,3.152
2021-01-18,大白菜,2.6,1.66,68.993
2021-01-18,姬菇(包),5.9,4.04,5.0
2021-01-18,娃娃菜,5.9,3.55,4.0
2021-01-18,小米椒,59.8,47.77,1.58
2021-01-18,平菇,9.0,5.53,3.795
2021-01-18,杏鲍菇(1),10.0,6.49,4.151
2021-01-18,杏鲍菇(袋),5.9,3.67,7.0
2021-01-18,枝江红菜苔,8.0,5.34,26.081
2021-01-18,泡泡椒(精品),19.8,14.6,25.07
2021-01-18,洪湖莲藕(粉藕),9.9,7.5,14.0
2021-01-18,海鲜菇(1),16.0,9.72,0.614
2021-01-18,海鲜菇(袋)(4),3.5,2.52,6.0
2021-01-18,灯笼椒(1),16.0,10.19,1.496
2021-01-18,牛首油菜,10.0,6.5,1.083
2021-01-18,白玉菇(袋),6.5,4.22,4.0
2021-01-18,竹叶菜,16.0,10.15,2.459
2021-01-18,紫茄子(2),10.0,5.87,9.09
2021-01-18,红杭椒,31.8,20.86,1.012
2021-01-18,红椒(1),18.0,11.05,1.975
2021-01-18,红灯笼椒(1),18.0,10.57,2.771
2021-01-18,苋菜,14.0,8.14,2.01
2021-01-18,茼蒿,12.0,6.88,5.077
2021-01-18,荸荠,8.0,5.13,10.626
2021-01-18,菜心,8.0,5.4,4.261
2021-01-18,菠菜,10.0,6.32,8.738
2021-01-18,蔡甸藜蒿,29.8,20.23,1.81
2021-01-18,虫草花(袋),5.9,3.77,5.0
2021-01-18,螺丝椒,23.8,15.02,2.544
2021-01-18,蟹味菇(袋),3.9,2.83,4.0
2021-01-18,西兰花,10.0,7.71,6.766
2021-01-18,西兰花,12.0,7.71,6.437
2021-01-18,西峡花菇(1),21.8,14.0,1.17
2021-01-18,西峡香菇(1),18.0,12.4,15.404
2021-01-18,金针菇(1),8.0,5.07,7.558
2021-01-18,金针菇(袋)(3),3.5,2.21,4.0
2021-01-18,青尖椒,18.0,13.15,3.956
2021-01-18,青梗散花,14.0,8.99,19.967
2021-01-18,青线椒,21.8,15.07,6.242
2021-01-18,青茄子(1),11.0,7.21,1.1760000000000002
2021-01-18,鲜木耳(1),14.0,7.49,1.688
2021-01-18,黄心菜(1),6.0,3.0,4.164
2021-01-18,黄白菜(2),6.0,3.74,4.9
2021-01-19,七彩椒(1),18.0,8.7,1.151
2021-01-19,上海青,11.0,5.87,4.343999999999999
2021-01-19,东门口小白菜,8.0,5.1,2.282
2021-01-19,云南油麦菜,9.0,5.3,4.288
2021-01-19,云南生菜,12.0,8.06,6.47
2021-01-19,净藕(1),10.0,7.0,23.031
2021-01-19,大白菜,2.0,1.62,129.71
2021-01-19,奶白菜,8.0,4.9,5.239
2021-01-19,姬菇(1),16.0,9.44,0.401
2021-01-19,姬菇(包),5.9,4.04,2.0
2021-01-19,娃娃菜,5.9,3.55,3.0
2021-01-19,小米椒,69.8,51.27,1.338
2021-01-19,平菇,9.0,5.67,7.317
2021-01-19,杏鲍菇(1),10.0,6.53,3.5380000000000003
2021-01-19,杏鲍菇(袋),5.9,3.72,1.0
2021-01-19,枝江红菜苔,8.0,5.36,30.405
2021-01-19,泡泡椒(精品),19.8,15.63,29.417
2021-01-19,洪湖莲藕(粉藕),9.9,7.5,10.0
2021-01-19,海鲜菇(1),16.0,9.74,0.175
2021-01-19,海鲜菇(袋)(4),3.5,2.59,5.0
2021-01-19,牛首油菜,10.0,6.5,7.9670000000000005
2021-01-19,白玉菇(袋),6.5,4.22,8.0
2021-01-19,竹叶菜,16.0,10.15,3.1470000000000002
2021-01-19,紫白菜(1),12.0,7.29,1.3359999999999999
2021-01-19,紫茄子(2),10.0,6.13,8.119
2021-01-19,红杭椒,31.8,20.39,2.017
2021-01-19,红椒(1),18.0,11.05,2.798
2021-01-19,红灯笼椒(1),18.0,10.81,2.408
2021-01-19,苋菜,14.0,8.14,0.494
2021-01-19,茼蒿,12.0,7.24,3.723
2021-01-19,荸荠,8.0,5.25,9.234
2021-01-19,菠菜,10.0,6.2,5.231
2021-01-19,虫草花(袋),5.9,3.81,3.0
2021-01-19,螺丝椒,23.8,15.24,3.432
2021-01-19,蟹味菇(2),4.9,2.1,1.0
2021-01-19,蟹味菇(袋),3.9,2.83,1.0
2021-01-19,西兰花,10.0,7.7,4.941
2021-01-19,西兰花,12.0,7.7,15.838000000000001
2021-01-19,西峡花菇(1),21.8,14.0,3.2159999999999997
2021-01-19,西峡香菇(1),18.0,12.4,11.349
2021-01-19,金针菇(1),8.0,5.06,8.199
2021-01-19,金针菇(袋)(3),3.5,2.24,19.0
2021-01-19,青尖椒,19.8,12.94,3.061
2021-01-19,青梗散花,14.0,9.0,11.703
2021-01-19,青线椒,23.8,14.7,5.205
2021-01-19,青茄子(1),11.0,7.21,1.185
2021-01-19,鲜木耳(1),14.0,7.29,0.236
2021-01-19,黄心菜(1),6.0,3.0,6.789
2021-01-19,黄白菜(2),7.0,3.74,2.966
2021-01-20,七彩椒(1),18.0,9.81,2.068
2021-01-20,上海青,11.0,5.92,7.367
2021-01-20,东门口小白菜,8.0,5.34,2.67
2021-01-20,云南油麦菜,10.0,5.3,7.739
2021-01-20,云南生菜,12.0,8.06,8.173
2021-01-20,净藕(1),10.0,6.94,27.318
2021-01-20,大白菜,2.0,1.75,84.858
2021-01-20,奶白菜,8.0,4.91,10.288
2021-01-20,姬菇(1),16.0,9.54,0.5509999999999999
2021-01-20,姬菇(包),5.9,4.04,3.0
2021-01-20,娃娃菜,5.9,3.68,10.0
2021-01-20,小米椒,69.8,49.17,2.082
2021-01-20,平菇,9.0,5.47,7.173
2021-01-20,杏鲍菇(1),10.0,6.53,3.9690000000000003
2021-01-20,杏鲍菇(袋),5.9,3.71,7.0
2021-01-20,枝江红菜苔,6.0,6.15,29.099
2021-01-20,泡泡椒(精品),19.8,15.68,32.41
2021-01-20,洪湖莲藕(粉藕),9.9,7.5,11.0
2021-01-20,海鲜菇(1),16.0,9.7,0.833
2021-01-20,海鲜菇(袋)(4),3.5,2.59,9.0
2021-01-20,牛首油菜,9.1,6.5,0.471
2021-01-20,牛首油菜,10.0,6.5,13.89
2021-01-20,白玉菇(袋),6.5,4.31,7.0
2021-01-20,竹叶菜,16.0,10.15,1.908
2021-01-20,紫白菜(1),12.0,7.3,0.843
2021-01-20,紫茄子(2),10.0,6.17,16.125
2021-01-20,红杭椒,31.8,20.08,0.5660000000000001
2021-01-20,红椒(1),18.0,11.04,2.727
2021-01-20,红灯笼椒(1),18.0,10.87,1.692
2021-01-20,茼蒿,12.0,6.71,7.329
2021-01-20,荸荠,8.0,5.33,6.228
2021-01-20,菜心,9.0,5.47,4.612
2021-01-20,菠菜,10.0,6.14,6.034
2021-01-20,虫草花(袋),5.9,3.81,4.0
2021-01-20,螺丝椒,23.8,16.18,0.5760000000000001
2021-01-20,蟹味菇(2),4.9,2.1,2.0
2021-01-20,蟹味菇(袋),3.9,2.83,1.0
2021-01-20,西兰花,12.0,7.99,16.121
2021-01-20,西峡花菇(1),21.8,14.0,3.643
2021-01-20,西峡香菇(1),18.0,12.4,18.13
2021-01-20,金针菇(1),8.0,5.05,10.795
2021-01-20,金针菇(袋)(3),3.5,2.29,11.0
2021-01-20,青尖椒,19.8,13.02,3.938
2021-01-20,青梗散花,14.0,9.0,16.663
2021-01-20,青线椒,23.8,16.65,4.999
2021-01-20,青茄子(1),11.0,7.21,3.1959999999999997
2021-01-20,鲜木耳(1),14.0,7.3,1.037
2021-01-20,黄心菜(1),6.0,3.0,2.96
2021-01-20,黄白菜(2),8.0,3.74,0.426
2021-01-21,七彩椒(1),18.0,11.7,1.245
2021-01-21,上海青,11.0,5.92,4.409
2021-01-21,东门口小白菜,8.0,5.16,5.176
2021-01-21,云南油麦菜,10.0,5.3,6.695
2021-01-21,云南生菜,12.0,8.06,4.883
2021-01-21,净藕(1),10.0,7.0,28.117
2021-01-21,大白菜,2.0,1.89,102.839
2021-01-21,奶白菜,8.0,4.9,4.95
2021-01-21,姬菇(1),16.0,9.49,0.131
2021-01-21,姬菇(包),5.9,4.23,1.0
2021-01-21,娃娃菜,5.9,3.75,11.0
2021-01-21,小米椒,69.8,46.09,1.656
2021-01-21,平菇,9.0,5.26,9.245
2021-01-21,杏鲍菇(1),10.0,6.51,2.628
2021-01-21,杏鲍菇(袋),5.9,3.83,3.0
2021-01-21,枝江红菜苔,6.0,4.29,46.113
2021-01-21,泡泡椒(精品),21.8,16.23,32.762
2021-01-21,洪湖莲藕(粉藕),9.9,7.5,12.0
2021-01-21,海鲜菇(1),16.0,9.61,0.5389999999999999
2021-01-21,海鲜菇(袋)(4),3.5,2.69,3.0
2021-01-21,灯笼椒(1),16.0,9.15,0.744
2021-01-21,牛首油菜,10.0,6.5,6.353
2021-01-21,白玉菇(袋),6.5,4.33,6.0
2021-01-21,竹叶菜,16.0,10.17,1.8980000000000001
2021-01-21,紫白菜(1),12.0,7.3,0.493
2021-01-21,紫茄子(2),10.0,6.17,16.736
2021-01-21,红杭椒,33.8,23.98,2.182
2021-01-21,红椒(1),18.0,11.03,3.144
2021-01-21,红灯笼椒(1),18.0,10.98,1.613
2021-01-21,茼蒿,10.0,6.25,6.151
2021-01-21,茼蒿,12.0,6.25,0.259
2021-01-21,荸荠,8.0,5.33,7.972
2021-01-21,菜心,9.0,5.79,4.256
2021-01-21,菠菜,10.0,5.11,7.335
2021-01-21,虫草花(袋),5.9,3.84,4.0
2021-01-21,螺丝椒,23.8,16.2,5.65
2021-01-21,蟹味菇(袋),3.9,2.83,3.0
2021-01-21,西兰花,12.0,7.91,13.007
2021-01-21,西峡花菇(1),21.8,14.0,3.174
2021-01-21,西峡香菇(1),18.0,12.4,9.834999999999999
2021-01-21,金针菇(1),8.0,5.18,7.195
2021-01-21,金针菇(袋)(3),3.5,2.33,8.0
2021-01-21,银耳(朵),5.9,3.1,1.0
2021-01-21,青尖椒,19.8,13.61,1.823
2021-01-21,青梗散花,14.0,9.04,14.053
2021-01-21,青线椒,23.8,18.03,6.904999999999999
2021-01-21,青茄子(1),11.0,7.39,6.675
2021-01-21,鲜木耳(1),14.0,7.33,1.266
2021-01-21,黄心菜(1),6.0,3.0,2.725
2021-01-21,黄白菜(2),8.0,4.05,4.888
2021-01-22,上海青,11.0,5.92,7.295
2021-01-22,东门口小白菜,8.0,5.16,4.1370000000000005
2021-01-22,云南油麦菜,6.0,5.3,7.092
2021-01-22,云南油麦菜,10.0,5.3,21.618000000000002
2021-01-22,云南生菜,12.0,8.06,15.602
2021-01-22,净藕(1),10.0,7.0,24.242
2021-01-22,双孢菇,19.8,13.49,2.174
2021-01-22,大白菜,2.0,1.89,94.451
2021-01-22,奶白菜,8.0,5.06,6.8549999999999995
2021-01-22,姬菇(1),16.0,9.41,1.278
2021-01-22,姬菇(包),5.9,4.23,7.0
2021-01-22,娃娃菜,5.9,3.77,7.0
2021-01-22,小米椒,69.8,47.9,1.156
2021-01-22,平菇,8.0,5.14,5.064
2021-01-22,木耳菜,4.0,10.49,1.054
2021-01-22,杏鲍菇(1),10.0,6.55,2.916
2021-01-22,杏鲍菇(袋),5.9,4.07,2.0
2021-01-22,枝江红菜苔,6.0,4.04,26.708000000000002
2021-01-22,泡泡椒(精品),16.0,17.79,11.228
2021-01-22,泡泡椒(精品),21.8,17.79,18.649
2021-01-22,洪湖莲藕(粉藕),9.9,7.5,15.0
2021-01-22,海鲜菇(1),16.0,9.65,1.315
2021-01-22,海鲜菇(袋)(4),3.5,2.69,7.0
2021-01-22,白玉菇(袋),6.5,4.33,3.0
2021-01-22,竹叶菜,16.0,10.18,2.141
2021-01-22,紫茄子(2),9.0,6.21,11.45
2021-01-22,红杭椒,39.8,24.62,0.8089999999999999
2021-01-22,红椒(1),18.0,11.93,4.056
2021-01-22,组合椒系列,13.9,2.4,5.0
2021-01-22,苋菜,14.0,8.14,4.106
2021-01-22,茼蒿,10.0,6.26,6.018
2021-01-22,荸荠,8.0,5.34,9.486
2021-01-22,菠菜,10.0,6.16,4.221
2021-01-22,蔡甸藜蒿,19.8,20.22,1.813
2021-01-22,虫草花(袋),5.9,3.83,3.0
2021-01-22,螺丝椒,23.8,17.65,5.961
2021-01-22,蟹味菇(袋),3.9,2.84,4.0
2021-01-22,西兰花,12.0,7.92,17.629
2021-01-22,西峡花菇(1),21.8,14.0,19.915
2021-01-22,西峡香菇(1),18.0,12.4,0.511
2021-01-22,金针菇(1),8.0,5.27,11.623
2021-01-22,金针菇(袋)(3),3.5,2.34,18.0
2021-01-22,青尖椒,19.8,13.53,3.0060000000000002
2021-01-22,青梗散花,14.0,9.06,15.007
2021-01-22,青线椒,23.8,19.56,4.585
2021-01-22,青茄子(1),11.0,7.68,0.883
2021-01-22,黄心菜(1),6.0,3.0,3.614
2021-01-22,黄白菜(2),8.0,4.06,4.411
2021-01-23,上海青,11.0,6.15,5.586
2021-01-23,东门口小白菜,6.0,4.23,1.053
2021-01-23,云南油麦菜,6.0,5.3,1.204
2021-01-23,云南油麦菜,10.0,5.3,11.825000000000001
2021-01-23,云南生菜,12.0,8.06,13.243
2021-01-23,净藕(1),10.0,7.0,35.446
2021-01-23,双孢菇,19.8,13.45,0.768
2021-01-23,大白菜,2.0,1.81,112.596
2021-01-23,姬菇(1),16.0,9.44,0.6819999999999999
2021-01-23,姬菇(包),5.9,4.26,3.0
2021-01-23,娃娃菜,5.9,3.77,8.0
2021-01-23,小米椒,69.8,49.29,2.472
2021-01-23,平菇,8.0,5.45,9.9
2021-01-23,杏鲍菇(1),10.0,6.94,5.261
2021-01-23,杏鲍菇(袋),5.9,4.07,6.0
2021-01-23,枝江红菜苔,6.0,4.14,13.596
2021-01-23,泡泡椒(精品),16.0,17.75,40.652
2021-01-23,泡泡椒(精品),21.8,17.75,24.08
2021-01-23,洪湖莲藕(粉藕),9.9,7.5,28.0
2021-01-23,海鲜菇(1),16.0,9.66,1.302
2021-01-23,海鲜菇(袋)(4),3.5,2.63,14.0
2021-01-23,白玉菇(袋),6.5,4.49,5.0
2021-01-23,竹叶菜,12.0,10.18,0.76
2021-01-23,紫白菜(1),12.0,7.29,1.578
2021-01-23,紫茄子(2),9.0,6.58,17.173000000000002
2021-01-23,红杭椒,39.8,25.17,1.1260000000000001
2021-01-23,红椒(1),18.0,11.32,1.873
2021-01-23,组合椒系列,13.9,2.4,8.0
2021-01-23,茼蒿,10.0,5.96,7.269
2021-01-23,荸荠,8.0,5.38,3.447
2021-01-23,菜心,10.0,4.93,5.284
2021-01-23,菠菜,10.0,6.16,7.876
2021-01-23,蔡甸藜蒿,19.8,20.23,0.586
2021-01-23,虫草花(袋),5.9,3.81,7.0
2021-01-23,螺丝椒,23.8,18.32,3.028
2021-01-23,蟹味菇(袋),3.9,2.83,3.0
2021-01-23,西兰花,12.0,7.97,33.826
2021-01-23,西峡花菇(1),21.8,14.0,30.122
2021-01-23,金针菇(1),8.0,5.22,11.033
2021-01-23,金针菇(袋)(3),3.5,2.36,18.0
2021-01-23,银耳(朵),5.9,3.06,1.0
2021-01-23,随州泡泡青,8.0,4.67,8.572000000000001
2021-01-23,青尖椒,19.8,13.23,2.6069999999999998
2021-01-23,青梗散花,14.0,9.12,12.814
2021-01-23,青线椒,23.8,20.46,3.2
2021-01-23,青茄子(1),11.0,7.68,3.16
2021-01-23,鲜木耳(1),14.0,7.27,1.453
2021-01-23,黄心菜(1),6.0,3.08,6.323
2021-01-23,黄白菜(2),8.0,4.46,11.042
2021-01-24,上海青,11.0,7.18,5.111
2021-01-24,东门口小白菜,6.0,4.3,4.733
2021-01-24,云南油麦菜,6.0,5.99,5.234
2021-01-24,云南油麦菜,10.0,5.99,24.953
2021-01-24,云南生菜,12.0,8.05,19.347
2021-01-24,净藕(1),10.0,7.0,40.665
2021-01-24,大白菜,2.0,1.72,146.376
2021-01-24,奶白菜,8.0,5.37,8.584
2021-01-24,姬菇(1),16.0,10.32,1.0830000000000002
2021-01-24,姬菇(包),5.9,4.27,1.0
2021-01-24,娃娃菜,5.9,3.81,11.0
2021-01-24,小米椒,69.8,48.97,2.439
2021-01-24,平菇,8.0,5.09,12.132
2021-01-24,杏鲍菇(1),10.0,6.88,4.479
2021-01-24,杏鲍菇(袋),5.9,3.25,7.0
2021-01-24,枝江红菜苔,6.0,4.08,69.01
2021-01-24,泡泡椒(精品),16.0,16.28,21.533
2021-01-24,泡泡椒(精品),18.0,16.28,46.638
2021-01-24,洪湖莲藕(粉藕),9.9,7.5,39.0
2021-01-24,海鲜菇(1),16.0,9.62,0.163
2021-01-24,海鲜菇(袋)(4),3.5,2.63,10.0
2021-01-24,牛首油菜,10.0,6.05,9.701
2021-01-24,白玉菇(袋),6.5,4.54,14.0
2021-01-24,竹叶菜,14.0,10.11,5.415
2021-01-24,紫白菜(1),12.0,7.29,1.569
2021-01-24,紫茄子(2),9.0,6.33,21.137999999999998
2021-01-24,红杭椒,39.8,25.95,1.191
2021-01-24,红椒(1),18.0,11.92,4.0
2021-01-24,组合椒系列,13.9,2.4,10.0
2021-01-24,茼蒿,10.0,5.86,6.593
2021-01-24,荸荠,8.0,5.42,8.999
2021-01-24,菜心,10.0,5.83,6.105
2021-01-24,菠菜,10.0,6.08,9.17
2021-01-24,虫草花(袋),5.9,3.73,9.0
2021-01-24,螺丝椒,21.8,18.19,3.706
2021-01-24,蟹味菇(2),4.9,2.1,3.0
2021-01-24,蟹味菇(袋),3.9,2.92,2.0
2021-01-24,西兰花,12.0,7.84,27.291
2021-01-24,西峡花菇(1),21.8,14.0,29.017
2021-01-24,西峡香菇(1),18.0,13.0,4.067
2021-01-24,金针菇(1),8.0,5.2,9.149000000000001
2021-01-24,金针菇(袋)(3),3.5,2.38,20.0
2021-01-24,随州泡泡青,8.0,4.6,7.255
2021-01-24,青尖椒,19.8,13.32,2.283
2021-01-24,青梗散花,14.0,9.11,27.226
2021-01-24,青线椒,23.8,17.21,7.325
