销售日期,单品编码,利润(元)
2021-01-14,东门口小白菜,0.84366
2021-01-14,云南油麦菜,25.1766
2021-01-14,云南生菜,45.9197
2021-01-14,净藕(1),48.82095000000001
2021-01-14,大白菜,49.60994999999999
2021-01-14,奶白菜,9.513490000000001
2021-01-14,姬菇(1),4.191660000000001
2021-01-14,姬菇(包),0.8000000000000007
2021-01-14,娃娃菜,8.160000000000002
2021-01-14,小米椒,43.30472999999999
2021-01-14,平菇,10.1584
2021-01-14,杏鲍菇(1),8.0919
2021-01-14,杏鲍菇(袋),6.750000000000002
2021-01-14,枝江红菜苔,21.982259999999993
2021-01-14,泡泡椒(精品),95.88645000000001
2021-01-14,洪湖莲藕(粉藕),34.2
2021-01-14,海鲜菇(1),2.7051500000000006
2021-01-14,海鲜菇(袋)(4),3.6799999999999997
2021-01-14,灯笼椒(1),4.174880000000001
2021-01-14,牛首油菜,4.336749999999999
2021-01-14,白玉菇(袋),13.98
2021-01-14,紫茄子(2),39.20792
2021-01-14,红杭椒,16.310039999999994
2021-01-14,红椒(1),6.82724
2021-01-14,红灯笼椒(1),3.9439700000000006
2021-01-14,茼蒿,6.187599999999999
2021-01-14,荸荠,14.774999999999999
2021-01-14,菜心,13.3458
2021-01-14,菠菜,11.950900000000003
2021-01-14,虫草花(袋),15.330000000000002
2021-01-14,螺丝椒,12.47898
2021-01-14,蟹味菇(袋),2.54
2021-01-14,西兰花,64.97168
2021-01-14,西峡香菇(1),137.48
2021-01-14,金针菇(1),36.22535
2021-01-14,金针菇(袋)(3),11.04
2021-01-14,青尖椒,4.03442
2021-01-14,青梗散花,49.572250000000004
2021-01-14,青线椒,22.06108
2021-01-14,青茄子(1),11.54967
2021-01-14,鲜木耳(1),3.62848
2021-01-14,黄白菜(2),11.85418
2021-01-15,七彩椒(1),16.042500000000004
2021-01-15,上海青,65.7844
2021-01-15,云南油麦菜,23.92936
2021-01-15,云南生菜,64.31766
2021-01-15,净藕(1),62.770259999999986
2021-01-15,大白菜,49.39282
2021-01-15,奶白菜,10.720170000000001
2021-01-15,姬菇(1),4.91841
2021-01-15,姬菇(包),9.200000000000003
2021-01-15,娃娃菜,13.980000000000004
2021-01-15,小米椒,34.47120999999999
2021-01-15,平菇,44.090720000000005
2021-01-15,杏鲍菇(1),18.29401
2021-01-15,杏鲍菇(袋),20.250000000000004
2021-01-15,枝江红菜苔,19.93772
2021-01-15,泡泡椒(精品),75.33635000000002
2021-01-15,洪湖莲藕(粉藕),29.640000000000004
2021-01-15,海鲜菇(1),1.8208799999999998
2021-01-15,海鲜菇(袋)(4),5.64
2021-01-15,牛首油菜,3.230699999999999
2021-01-15,白玉菇(袋),23.4
2021-01-15,紫茄子(2),32.60302
2021-01-15,红杭椒,19.387839999999997
2021-01-15,红椒(1),14.811840000000002
2021-01-15,红灯笼椒(1),2.2420799999999996
2021-01-15,茼蒿,12.618089999999999
2021-01-15,荸荠,20.84734
2021-01-15,菜心,10.97695
2021-01-15,菠菜,25.33946
2021-01-15,虫草花(袋),13.380000000000003
2021-01-15,螺丝椒,7.577040000000001
2021-01-15,蟹味菇(袋),4.84
2021-01-15,西兰花,60.17152
2021-01-15,西峡香菇(1),152.21039999999996
2021-01-15,金针菇(1),44.8944
2021-01-15,金针菇(袋)(3),2.8
2021-01-15,银耳(朵),5.640000000000001
2021-01-15,青尖椒,3.858600000000001
2021-01-15,青梗散花,71.65882000000002
2021-01-15,青线椒,9.57698
2021-01-15,青茄子(1),8.243179999999999
2021-01-15,鲜木耳(1),5.12499
2021-01-15,黄心菜(1),9.52
2021-01-15,黄白菜(2),2.5908
2021-01-16,七彩椒(1),11.55006
2021-01-16,上海青,37.972500000000004
2021-01-16,云南油麦菜,79.19359999999999
2021-01-16,云南生菜,79.22436
2021-01-16,净藕(1),85.70629999999997
2021-01-16,大白菜,49.11479999999999
2021-01-16,奶白菜,8.52696
2021-01-16,姬菇(1),8.316
2021-01-16,姬菇(包),9.250000000000004
2021-01-16,娃娃菜,35.36000000000001
2021-01-16,小米椒,38.94848999999999
2021-01-16,平菇,50.12649
2021-01-16,杏鲍菇(1),8.95965
2021-01-16,杏鲍菇(袋),15.750000000000004
2021-01-16,枝江红菜苔,37.887820000000005
2021-01-16,泡泡椒(精品),145.66335999999998
2021-01-16,洪湖莲藕(粉藕),63.84
2021-01-16,海鲜菇(1),7.6986
2021-01-16,海鲜菇(袋)(4),13.719999999999999
2021-01-16,灯笼椒(1),2.3328
2021-01-16,牛首油菜,27.107599999999998
2021-01-16,白玉菇(袋),6.8999999999999995
2021-01-16,紫茄子(2),56.09736
2021-01-16,红杭椒,31.25303999999999
2021-01-16,红椒(1),14.8694
2021-01-16,红灯笼椒(1),15.703199999999999
2021-01-16,茼蒿,15.6375
2021-01-16,荸荠,34.10978
2021-01-16,菜心,8.53664
2021-01-16,菠菜,42.55875
2021-01-16,虫草花(袋),33.900000000000006
2021-01-16,螺丝椒,13.23572
2021-01-16,蟹味菇(袋),3.0899999999999994
2021-01-16,西兰花,109.4256
2021-01-16,西峡香菇(1),214.0398
2021-01-16,金针菇(1),53.80392
2021-01-16,金针菇(袋)(3),34.08
2021-01-16,银耳(朵),2.8200000000000003
2021-01-16,青尖椒,18.557280000000002
2021-01-16,青梗散花,84.36523999999999
2021-01-16,青线椒,42.79936000000001
2021-01-16,青茄子(1),4.6275900000000005
2021-01-16,鲜木耳(1),1.61109
2021-01-16,黄心菜(1),12.454
2021-01-16,黄白菜(2),34.02976
2021-01-17,七彩椒(1),13.547590000000001
2021-01-17,上海青,57.21605
2021-01-17,东门口小白菜,2.06701
2021-01-17,云南油麦菜,82.416
2021-01-17,云南生菜,35.45606
2021-01-17,净藕(1),95.59507999999998
2021-01-17,双孢菇,18.373360000000005
2021-01-17,大白菜,39.73893
2021-01-17,奶白菜,36.01728
2021-01-17,姬菇(1),7.54457
2021-01-17,姬菇(包),9.200000000000003
2021-01-17,娃娃菜,21.900000000000006
2021-01-17,小米椒,45.25471999999999
2021-01-17,平菇,33.634479999999996
2021-01-17,杏鲍菇(1),16.4424
2021-01-17,杏鲍菇(袋),20.250000000000004
2021-01-17,枝江红菜苔,29.33295
2021-01-17,泡泡椒(精品),318.7107000000001
2021-01-17,洪湖莲藕(粉藕),70.80000000000001
2021-01-17,海鲜菇(1),5.168000000000001
2021-01-17,海鲜菇(袋)(4),8.910000000000002
2021-01-17,灯笼椒(1),5.5182
2021-01-17,牛首油菜,5.684
2021-01-17,白玉菇(袋),27.96
2021-01-17,紫白菜(1),17.12619
2021-01-17,紫茄子(2),68.25904
2021-01-17,红杭椒,22.253940000000004
2021-01-17,红椒(1),28.036299999999997
2021-01-17,红灯笼椒(1),16.27692
2021-01-17,茼蒿,19.7022
2021-01-17,荸荠,15.560759999999998
2021-01-17,菜心,12.094560000000001
2021-01-17,菠菜,24.79764
2021-01-17,虫草花(袋),24.310000000000006
2021-01-17,螺丝椒,72.75726
2021-01-17,蟹味菇(袋),7.92
2021-01-17,西兰花,85.89179999999999
2021-01-17,西峡香菇(1),161.4872
2021-01-17,金针菇(1),39.0726
2021-01-17,金针菇(袋)(3),35.1
2021-01-17,银耳(朵),5.6000000000000005
2021-01-17,青尖椒,8.4322
2021-01-17,青梗散花,122.60886000000002
2021-01-17,青线椒,16.545600000000004
2021-01-17,青茄子(1),10.63095
2021-01-17,鲜木耳(1),5.22568
2021-01-17,黄心菜(1),22.32
2021-01-17,黄白菜(2),18.443859999999997
2021-01-18,七彩椒(1),10.928799999999999
2021-01-18,上海青,30.65605
2021-01-18,东门口小白菜,20.222250000000003
2021-01-18,云南油麦菜,42.1874
2021-01-18,云南生菜,31.122059999999998
2021-01-18,净藕(1),70.40700000000001
2021-01-18,双孢菇,19.889120000000002
2021-01-18,大白菜,64.85342
2021-01-18,姬菇(包),9.3
2021-01-18,娃娃菜,9.400000000000002
2021-01-18,小米椒,19.00739999999999
2021-01-18,平菇,13.16865
2021-01-18,杏鲍菇(1),14.570009999999998
2021-01-18,杏鲍菇(袋),15.610000000000003
2021-01-18,枝江红菜苔,69.37546
2021-01-18,泡泡椒(精品),130.36400000000003
2021-01-18,洪湖莲藕(粉藕),33.60000000000001
2021-01-18,海鲜菇(1),3.8559199999999993
2021-01-18,海鲜菇(袋)(4),5.88
2021-01-18,灯笼椒(1),8.69176
2021-01-18,牛首油菜,3.7904999999999998
2021-01-18,白玉菇(袋),9.120000000000001
2021-01-18,竹叶菜,14.38515
2021-01-18,紫茄子(2),37.5417
2021-01-18,红杭椒,11.071280000000002
2021-01-18,红椒(1),13.726249999999999
2021-01-18,红灯笼椒(1),20.58853
2021-01-18,苋菜,11.778599999999997
2021-01-18,茼蒿,25.99424
2021-01-18,荸荠,30.49662
2021-01-18,菜心,11.078599999999998
2021-01-18,菠菜,32.15584
2021-01-18,蔡甸藜蒿,17.3217
2021-01-18,虫草花(袋),10.650000000000002
2021-01-18,螺丝椒,22.336320000000004
2021-01-18,蟹味菇(袋),4.279999999999999
2021-01-18,西兰花,43.10887
2021-01-18,西峡花菇(1),9.126
2021-01-18,西峡香菇(1),86.2624
2021-01-18,金针菇(1),22.14494
2021-01-18,金针菇(袋)(3),5.16
2021-01-18,青尖椒,19.1866
2021-01-18,青梗散花,100.03466999999999
2021-01-18,青线椒,42.008660000000006
2021-01-18,青茄子(1),4.457040000000001
2021-01-18,鲜木耳(1),10.98888
2021-01-18,黄心菜(1),12.491999999999999
2021-01-18,黄白菜(2),11.074
2021-01-19,七彩椒(1),10.704300000000002
2021-01-19,上海青,22.284719999999997
2021-01-19,东门口小白菜,6.617800000000001
2021-01-19,云南油麦菜,15.865600000000002
2021-01-19,云南生菜,25.491799999999994
2021-01-19,净藕(1),69.09299999999999
2021-01-19,大白菜,49.28979999999999
2021-01-19,奶白菜,16.240899999999996
2021-01-19,姬菇(1),2.6305600000000005
2021-01-19,姬菇(包),3.7200000000000006
2021-01-19,娃娃菜,7.050000000000002
2021-01-19,小米椒,24.793139999999994
2021-01-19,平菇,24.36561
2021-01-19,杏鲍菇(1),12.27686
2021-01-19,杏鲍菇(袋),2.18
2021-01-19,枝江红菜苔,80.2692
2021-01-19,泡泡椒(精品),122.66889
2021-01-19,洪湖莲藕(粉藕),24.000000000000004
2021-01-19,海鲜菇(1),1.0955
2021-01-19,海鲜菇(袋)(4),4.550000000000001
2021-01-19,牛首油菜,27.884500000000003
2021-01-19,白玉菇(袋),18.240000000000002
2021-01-19,竹叶菜,18.409950000000002
2021-01-19,紫白菜(1),6.292559999999999
2021-01-19,紫茄子(2),31.42053
2021-01-19,红杭椒,23.01397
2021-01-19,红椒(1),19.446099999999998
2021-01-19,红灯笼椒(1),17.313519999999997
2021-01-19,苋菜,2.89484
2021-01-19,茼蒿,17.72148
2021-01-19,荸荠,25.3935
2021-01-19,菠菜,19.877799999999997
2021-01-19,虫草花(袋),6.270000000000001
2021-01-19,螺丝椒,29.37792
2021-01-19,蟹味菇(2),2.8000000000000003
2021-01-19,蟹味菇(袋),1.0699999999999998
2021-01-19,西兰花,79.46770000000001
2021-01-19,西峡花菇(1),25.0848
2021-01-19,西峡香菇(1),63.554399999999994
2021-01-19,金针菇(1),24.10506
2021-01-19,金针菇(袋)(3),23.939999999999998
2021-01-19,青尖椒,20.998460000000005
2021-01-19,青梗散花,58.515
2021-01-19,青线椒,47.36550000000001
2021-01-19,青茄子(1),4.49115
2021-01-19,鲜木耳(1),1.5835599999999999
2021-01-19,黄心菜(1),20.366999999999997
2021-01-19,黄白菜(2),9.66916
2021-01-20,七彩椒(1),16.93692
2021-01-20,上海青,37.42436
2021-01-20,东门口小白菜,7.1022
2021-01-20,云南油麦菜,36.3733
2021-01-20,云南生菜,32.20162
2021-01-20,净藕(1),83.59308
2021-01-20,大白菜,21.2145
2021-01-20,奶白菜,31.78992
2021-01-20,姬菇(1),3.55946
2021-01-20,姬菇(包),5.580000000000001
2021-01-20,娃娃菜,22.200000000000003
2021-01-20,小米椒,42.95165999999999
2021-01-20,平菇,25.320690000000003
2021-01-20,杏鲍菇(1),13.77243
2021-01-20,杏鲍菇(袋),15.330000000000002
2021-01-20,枝江红菜苔,-4.36485000000001
2021-01-20,泡泡椒(精品),133.52920000000003
2021-01-20,洪湖莲藕(粉藕),26.400000000000006
2021-01-20,海鲜菇(1),5.2479000000000005
2021-01-20,海鲜菇(袋)(4),8.190000000000001
2021-01-20,牛首油菜,49.839600000000004
2021-01-20,白玉菇(袋),15.330000000000002
2021-01-20,竹叶菜,11.1618
2021-01-20,紫白菜(1),3.9621
2021-01-20,紫茄子(2),61.75875
2021-01-20,红杭椒,6.633520000000002
2021-01-20,红椒(1),18.97992
2021-01-20,红灯笼椒(1),12.063960000000002
2021-01-20,茼蒿,38.77041
2021-01-20,荸荠,16.62876
2021-01-20,菜心,16.28036
2021-01-20,菠菜,23.291240000000002
2021-01-20,虫草花(袋),8.360000000000001
2021-01-20,螺丝椒,4.389120000000001
2021-01-20,蟹味菇(2),5.6000000000000005
2021-01-20,蟹味菇(袋),1.0699999999999998
2021-01-20,西兰花,64.64520999999999
2021-01-20,西峡花菇(1),28.4154
2021-01-20,西峡香菇(1),101.52799999999999
2021-01-20,金针菇(1),31.84525
2021-01-20,金针菇(袋)(3),13.309999999999999
2021-01-20,青尖椒,26.699640000000006
2021-01-20,青梗散花,83.315
2021-01-20,青线椒,35.74285000000001
2021-01-20,青茄子(1),12.112839999999998
2021-01-20,鲜木耳(1),6.9479
2021-01-20,黄心菜(1),8.879999999999999
2021-01-20,黄白菜(2),1.81476
2021-01-21,七彩椒(1),7.8435000000000015
2021-01-21,上海青,22.39772
2021-01-21,东门口小白菜,14.69984
2021-01-21,云南油麦菜,31.466500000000003
2021-01-21,云南生菜,19.239019999999996
2021-01-21,净藕(1),84.351
2021-01-21,大白菜,11.31229000000001
2021-01-21,奶白菜,15.344999999999999
2021-01-21,姬菇(1),0.85281
2021-01-21,姬菇(包),1.67
2021-01-21,娃娃菜,23.650000000000006
2021-01-21,小米椒,39.26375999999999
2021-01-21,平菇,34.576299999999996
2021-01-21,杏鲍菇(1),9.17172
2021-01-21,杏鲍菇(袋),6.210000000000001
2021-01-21,枝江红菜苔,78.85323
2021-01-21,泡泡椒(精品),182.48434
2021-01-21,洪湖莲藕(粉藕),28.800000000000004
2021-01-21,海鲜菇(1),3.44421
2021-01-21,海鲜菇(袋)(4),2.43
2021-01-21,灯笼椒(1),5.0964
2021-01-21,牛首油菜,22.2355
2021-01-21,白玉菇(袋),13.02
2021-01-21,竹叶菜,11.06534
2021-01-21,紫白菜(1),2.3171
2021-01-21,紫茄子(2),64.09888000000001
2021-01-21,红杭椒,21.42723999999999
2021-01-21,红椒(1),21.913680000000003
2021-01-21,红灯笼椒(1),11.32326
2021-01-21,茼蒿,24.5555
2021-01-21,荸荠,21.28524
2021-01-21,菜心,13.661760000000001
2021-01-21,菠菜,35.86815
2021-01-21,虫草花(袋),8.240000000000002
2021-01-21,螺丝椒,42.94000000000001
2021-01-21,蟹味菇(袋),3.2099999999999995
2021-01-21,西兰花,53.198629999999994
2021-01-21,西峡花菇(1),24.7572
2021-01-21,西峡香菇(1),55.07599999999999
2021-01-21,金针菇(1),20.289900000000003
2021-01-21,金针菇(袋)(3),9.36
2021-01-21,银耳(朵),2.8000000000000003
2021-01-21,青尖椒,11.284370000000003
2021-01-21,青梗散花,69.70288000000002
2021-01-21,青线椒,39.841849999999994
2021-01-21,青茄子(1),24.09675
2021-01-21,鲜木耳(1),8.44422
2021-01-21,黄心菜(1),8.175
2021-01-21,黄白菜(2),19.3076
2021-01-22,上海青,37.0586
2021-01-22,东门口小白菜,11.749080000000001
2021-01-22,云南油麦菜,106.56900000000002
2021-01-22,云南生菜,61.47187999999999
2021-01-22,净藕(1),72.726
2021-01-22,双孢菇,13.71794
2021-01-22,大白菜,10.389610000000008
2021-01-22,奶白菜,20.1537
2021-01-22,姬菇(1),8.42202
2021-01-22,姬菇(包),11.69
2021-01-22,娃娃菜,14.910000000000002
2021-01-22,小米椒,25.316399999999998
2021-01-22,平菇,14.483040000000003
2021-01-22,木耳菜,-6.84046
2021-01-22,杏鲍菇(1),10.0602
2021-01-22,杏鲍菇(袋),3.66
2021-01-22,枝江红菜苔,52.347680000000004
2021-01-22,泡泡椒(精品),54.684370000000044
2021-01-22,洪湖莲藕(粉藕),36.00000000000001
2021-01-22,海鲜菇(1),8.350249999999999
2021-01-22,海鲜菇(袋)(4),5.67
2021-01-22,白玉菇(袋),6.51
2021-01-22,竹叶菜,12.46062
2021-01-22,紫茄子(2),31.9455
2021-01-22,红杭椒,12.280619999999995
2021-01-22,红椒(1),24.61992
2021-01-22,组合椒系列,57.5
2021-01-22,苋菜,24.061159999999997
2021-01-22,茼蒿,22.50732
2021-01-22,荸荠,25.232760000000003
2021-01-22,菠菜,16.20864
2021-01-22,蔡甸藜蒿,-0.7614599999999966
2021-01-22,虫草花(袋),6.210000000000001
2021-01-22,螺丝椒,36.660150000000016
2021-01-22,蟹味菇(袋),4.24
2021-01-22,西兰花,71.92632
2021-01-22,西峡花菇(1),155.33700000000002
2021-01-22,西峡香菇(1),2.8615999999999997
2021-01-22,金针菇(1),31.730790000000002
2021-01-22,金针菇(袋)(3),20.880000000000003
2021-01-22,青尖椒,18.847620000000006
2021-01-22,青梗散花,74.13457999999999
2021-01-22,青线椒,19.440400000000007
2021-01-22,青茄子(1),2.93156
2021-01-22,黄心菜(1),10.841999999999999
2021-01-22,黄白菜(2),17.37934
2021-01-23,上海青,27.0921
2021-01-23,东门口小白菜,1.8638099999999995
2021-01-23,云南油麦菜,56.420300000000005
2021-01-23,云南生菜,52.17742
2021-01-23,净藕(1),106.338
2021-01-23,双孢菇,4.876800000000001
2021-01-23,大白菜,21.393239999999995
2021-01-23,姬菇(1),4.47392
2021-01-23,姬菇(包),4.920000000000002
2021-01-23,娃娃菜,17.040000000000003
2021-01-23,小米椒,50.70072
2021-01-23,平菇,25.244999999999997
2021-01-23,杏鲍菇(1),16.09866
2021-01-23,杏鲍菇(袋),10.98
2021-01-23,枝江红菜苔,25.288560000000004
2021-01-23,泡泡椒(精品),26.38300000000001
2021-01-23,洪湖莲藕(粉藕),67.20000000000002
2021-01-23,海鲜菇(1),8.25468
2021-01-23,海鲜菇(袋)(4),12.180000000000001
2021-01-23,白玉菇(袋),10.049999999999999
2021-01-23,竹叶菜,1.3832000000000002
2021-01-23,紫白菜(1),7.43238
2021-01-23,紫茄子(2),41.55866
2021-01-23,红杭椒,16.473379999999995
2021-01-23,红椒(1),12.51164
2021-01-23,组合椒系列,92.0
2021-01-23,茼蒿,29.36676
2021-01-23,荸荠,9.03114
2021-01-23,菜心,26.78988
2021-01-23,菠菜,30.24384
2021-01-23,蔡甸藜蒿,-0.2519799999999998
2021-01-23,虫草花(袋),14.630000000000003
2021-01-23,螺丝椒,16.59344
2021-01-23,蟹味菇(袋),3.2099999999999995
2021-01-23,西兰花,136.31878
2021-01-23,西峡花菇(1),234.9516
2021-01-23,金针菇(1),30.67174
2021-01-23,金针菇(袋)(3),20.520000000000003
2021-01-23,银耳(朵),2.8400000000000003
2021-01-23,随州泡泡青,28.544760000000004
2021-01-23,青尖椒,17.12799
2021-01-23,青梗散花,62.53232000000001
2021-01-23,青线椒,10.688
2021-01-23,青茄子(1),10.491200000000001
2021-01-23,鲜木耳(1),9.778690000000001
2021-01-23,黄心菜(1),18.463160000000002
2021-01-23,黄白菜(2),39.08868
2021-01-24,上海青,19.52402
2021-01-24,东门口小白菜,8.046100000000001
2021-01-24,云南油麦菜,100.11386999999999
2021-01-24,云南生菜,76.42065
2021-01-24,净藕(1),121.995
2021-01-24,大白菜,40.98528
2021-01-24,奶白菜,22.575919999999996
2021-01-24,姬菇(1),6.151440000000001
2021-01-24,姬菇(包),1.6300000000000008
2021-01-24,娃娃菜,22.990000000000002
2021-01-24,小米椒,50.80437
2021-01-24,平菇,35.30412
2021-01-24,杏鲍菇(1),13.974480000000002
2021-01-24,杏鲍菇(袋),18.550000000000004
2021-01-24,枝江红菜苔,132.4992
2021-01-24,泡泡椒(精品),74.18811999999991
2021-01-24,洪湖莲藕(粉藕),93.60000000000001
2021-01-24,海鲜菇(1),1.03994
2021-01-24,海鲜菇(袋)(4),8.700000000000001
2021-01-24,牛首油菜,38.31895
2021-01-24,白玉菇(袋),27.439999999999998
2021-01-24,竹叶菜,21.064350000000005
2021-01-24,紫白菜(1),7.38999
2021-01-24,紫茄子(2),56.43845999999999
2021-01-24,红杭椒,16.49535
2021-01-24,红椒(1),24.32
2021-01-24,组合椒系列,115.0
2021-01-24,茼蒿,27.295019999999997
2021-01-24,荸荠,23.21742
2021-01-24,菜心,25.45785
2021-01-24,菠菜,35.9464
2021-01-24,虫草花(袋),19.530000000000005
2021-01-24,螺丝椒,13.378659999999998
2021-01-24,蟹味菇(2),8.4
2021-01-24,蟹味菇(袋),1.96
2021-01-24,西兰花,113.53056000000001
2021-01-24,西峡花菇(1),226.3326
2021-01-24,西峡香菇(1),20.335
2021-01-24,金针菇(1),25.6172
2021-01-24,金针菇(袋)(3),22.400000000000002
2021-01-24,随州泡泡青,24.667
2021-01-24,青尖椒,14.793840000000001
2021-01-24,青梗散花,133.13514
2021-01-24,青线椒,48.27175
2021-01-24,青茄子(1),8.380659999999999
2021-01-24,鲜木耳(1),12.317919999999999
2021-01-24,黄心菜(1),5.2729
2021-01-24,黄白菜(2),12.898200000000001
2021-01-25,上海青,24.74596
2021-01-25,东门口小白菜,8.290799999999999
2021-01-25,云南油麦菜,44.8596
2021-01-25,云南生菜,34.966800000000006
2021-01-25,净藕(1),126.834
2021-01-25,大白菜,41.12832999999999
2021-01-25,奶白菜,17.432999999999996
2021-01-25,姬菇(1),4.791720000000001
2021-01-25,姬菇(包),11.120000000000005
2021-01-25,娃娃菜,19.260000000000005
2021-01-25,小米椒,35.34983999999999
2021-01-25,平菇,32.546800000000005
2021-01-25,杏鲍菇(1),11.7211
2021-01-25,杏鲍菇(袋),5.300000000000001
2021-01-25,枝江红菜苔,30.6084
2021-01-25,泡泡椒(精品),213.63101999999998
2021-01-25,洪湖莲藕(粉藕),93.60000000000001
2021-01-25,海鲜菇(1),9.79524
2021-01-25,海鲜菇(袋)(4),3.4800000000000004
2021-01-25,牛首油菜,18.55986
2021-01-25,白玉菇(袋),5.669999999999999
2021-01-25,竹叶菜,9.46437
2021-01-25,紫茄子(2),42.5675
2021-01-25,红杭椒,12.778559999999999
2021-01-25,红椒(1),14.288940000000004
2021-01-25,组合椒系列,46.0
2021-01-25,苋菜,7.73968
2021-01-25,茼蒿,31.194899999999997
2021-01-25,荸荠,14.540259999999998
2021-01-25,菜心,19.73244
2021-01-25,菠菜,30.135300000000004
2021-01-25,虫草花(袋),11.050000000000002
2021-01-25,螺丝椒,36.94662
2021-01-25,蟹味菇(2),2.8000000000000003
2021-01-25,西兰花,57.930319999999995
2021-01-25,西峡花菇(1),135.8643
2021-01-25,西峡香菇(1),20.685000000000002
2021-01-25,金针菇(1),24.72596
2021-01-25,金针菇(袋)(3),7.920000000000002
2021-01-25,青尖椒,22.26216
2021-01-25,青梗散花,58.972759999999994
2021-01-25,青线椒,29.22480000000001
2021-01-25,青茄子(1),12.779360000000002
2021-01-25,鲜木耳(1),5.9965
2021-01-25,黄心菜(1),10.845999999999997
2021-01-25,黄白菜(2),17.22748
2021-01-26,上海青,24.459460000000004
2021-01-26,东门口小白菜,3.4837800000000008
2021-01-26,云南油麦菜,52.122
2021-01-26,云南生菜,31.173120000000008
2021-01-26,净藕(1),103.626
2021-01-26,双孢菇,13.8109
2021-01-26,大白菜,41.97655
2021-01-26,奶白菜,16.051679999999998
2021-01-26,姬菇(1),5.34462
2021-01-26,姬菇(包),2.3500000000000005
2021-01-26,娃娃菜,25.800000000000004
2021-01-26,小米椒,46.036809999999996
2021-01-26,平菇,16.946959999999997
2021-01-26,木耳菜,-6.252400000000001
2021-01-26,杏鲍菇(1),11.703069999999999
2021-01-26,杏鲍菇(袋),3.4400000000000004
2021-01-26,枝江红菜苔,87.6072
2021-01-26,泡泡椒(精品),178.362
2021-01-26,洪湖莲藕(粉藕),31.200000000000003
2021-01-26,海鲜菇(袋)(4),12.740000000000002
2021-01-26,白玉菇(袋),9.900000000000002
2021-01-26,竹叶菜,5.9283600000000005
2021-01-26,紫白菜(1),2.7506399999999998
2021-01-26,紫茄子(2),30.447
2021-01-26,红杭椒,12.012749999999997
2021-01-26,红椒(1),17.532000000000004
2021-01-26,组合椒系列,57.5
2021-01-26,苋菜,3.37491
2021-01-26,茼蒿,18.99131
2021-01-26,荸荠,31.185599999999997
2021-01-26,菜心,11.449060000000001
2021-01-26,菠菜,24.42102
2021-01-26,虫草花(袋),28.470000000000006
2021-01-26,螺丝椒,28.13221000000001
2021-01-26,蟹味菇(2),8.4
2021-01-26,西兰花,53.44125
2021-01-26,西峡香菇(1),38.57136000000001
2021-01-26,金针菇(1),28.667939999999998
2021-01-26,金针菇(袋)(3),7.209999999999999
2021-01-26,银耳(朵),2.8500000000000005
2021-01-26,随州泡泡青,31.540320000000005
2021-01-26,青尖椒,13.784640000000001
2021-01-26,青梗散花,100.42031999999999
2021-01-26,青线椒,21.21364
2021-01-26,青茄子(1),10.71866
2021-01-26,鲜木耳(1),1.68
2021-01-26,黄心菜(1),12.221759999999996
2021-01-26,黄白菜(2),14.525000000000002
2021-01-27,上海青,38.371900000000004
2021-01-27,东门口小白菜,9.546680000000002
2021-01-27,云南油麦菜,63.8316
2021-01-27,云南生菜,35.31132000000001
2021-01-27,净藕(1),102.42
2021-01-27,大白菜,38.02848
2021-01-27,奶白菜,21.21285
2021-01-27,姬菇(包),4.6800000000000015
2021-01-27,娃娃菜,18.299999999999997
2021-01-27,小米椒,54.067049999999995
2021-01-27,平菇,30.284309999999994
2021-01-27,杏鲍菇(1),14.830799999999998
2021-01-27,杏鲍菇(袋),4.740000000000002
2021-01-27,枝江红菜苔,102.05850000000002
2021-01-27,泡泡椒(精品),261.28725
2021-01-27,洪湖莲藕(粉藕),28.800000000000004
2021-01-27,海鲜菇(1),6.2177
2021-01-27,海鲜菇(袋)(4),9.0
2021-01-27,白玉菇(袋),22.610000000000003
2021-01-27,竹叶菜,13.458650000000002
2021-01-27,紫白菜(1),6.330240000000001
2021-01-27,紫茄子(2),20.4393
2021-01-27,红杭椒,13.524679999999996
2021-01-27,红椒(1),24.296950000000006
2021-01-27,组合椒系列,57.5
2021-01-27,茼蒿,15.419200000000002
2021-01-27,荸荠,10.585150000000002
2021-01-27,菜心,19.029120000000002
2021-01-27,菠菜,31.7421
2021-01-27,虫草花(袋),2.18
2021-01-27,螺丝椒,38.813219999999994
2021-01-27,西兰花,69.03524999999999
2021-01-27,西峡花菇(1),38.2704
2021-01-27,西峡香菇(1),71.23
2021-01-27,金针菇(1),41.058400000000006
2021-01-27,金针菇(袋)(3),21.149999999999995
2021-01-27,银耳(朵),1.4400000000000013
2021-01-27,随州泡泡青,11.133220000000001
2021-01-27,青尖椒,7.75643
2021-01-27,青梗散花,80.86715
2021-01-27,青线椒,21.654590000000002
2021-01-27,青茄子(1),9.12456
2021-01-27,鲜木耳(1),7.236000000000001
2021-01-27,黄心菜(1),8.925039999999997
2021-01-27,黄白菜(2),9.6944
2021-01-28,上海青,47.534850000000006
2021-01-28,东门口小白菜,6.047090000000001
2021-01-28,云南油麦菜,75.18955000000001
2021-01-28,云南生菜,31.592099999999995
2021-01-28,净藕(1),126.834
2021-01-28,双孢菇,12.097360000000002
2021-01-28,大白菜,60.42380000000001
2021-01-28,奶白菜,15.265719999999998
2021-01-28,姬菇(1),4.0176
2021-01-28,姬菇(包),9.360000000000003
2021-01-28,娃娃菜,24.959999999999997
2021-01-28,小米椒,48.267489999999995
